Wijk,Gem HR 1,rrData 1,Gem HR 2,rrData 2,Bloeddruk (Bovendruk) 1,Bloeddruk (Bovendruk) 2,Cholesterol 1,Cholesterol 2,Non-HDL 1,Non-HDL 2,Bloedsuiker 1,Bloedsuiker 2,BMI 1,BMI 2
,82.700005,728,,,,,,,,,,,,
,83.200005,712,,,,,,,,,,,,
,83.5,712,,,,,,,,,,,,
,83.4,720,,,,,,,,,,,,
,83.4,720,,,,,,,,,,,,
,83.9,704,,,,,,,,,,,,
,84.3,704,,,,,,,,,,,,
,83.5,736,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"Oud-West, De Baarsjes",80.700005,752,78.3,608,120-140,140-180,<5,<5,<3.8,<3.8,<7.8,<7.8,18.5-25,18.5-25
,81.200005,728,78.3,608,,,,,,,,,,
,81.8,720,78.3,616,,,,,,,,,,
,81.8,2136,78.3,608,,,,,,,,,,
,82.8,704,78.3,624,,,,,,,,,,
,82.8,1424,78.3,608,,,,,,,,,,
,84.8,672,78.3,592,,,,,,,,,,
,83.5,744,78.3,584,,,,,,,,,,
,82.9,736,80.5,584,,,,,,,,,,
,81.700005,760,83.4,592,,,,,,,,,,
,81.1,752,86.200005,608,,,,,,,,,,
,80.9,744,89.1,584,,,,,,,,,,
,80.9,1464,93.200005,584,,,,,,,,,,
,80.8,744,96.1,584,,,,,,,,,,
,81,736,98.1,584,,,,,,,,,,
,80.9,744,100.4,568,,,,,,,,,,
,81.1,736,99.5,616,,,,,,,,,,
,81.5,728,100.9,576,,,,,,,,,,
,82,720,101.9,576,,,,,,,,,,
,82.1,728,103.9,552,,,,,,,,,,
,82.1,1488,101.9,616,,,,,,,,,,
,81.9,736,101.700005,592,,,,,,,,,,
,81.3,752,100.8,608,,,,,,,,,,
,80.6,760,100.6,600,,,,,,,,,,
,80.6,744,100.4,600,,,,,,,,,,
,80.6,744,100.700005,592,,,,,,,,,,
,80.1,760,101.8,576,,,,,,,,,,
,79.5,768,100.1,624,,,,,,,,,,
,79.3,760,100.9,584,,,,,,,,,,
,79.5,752,100.6,600,,,,,,,,,,
,80.6,720,99.3,624,,,,,,,,,,
,80.1,760,100.8,576,,,,,,,,,,
,81.4,712,101.4,584,,,,,,,,,,
,81.200005,744,103.1,560,,,,,,,,,,
,81,744,102.200005,600,,,,,,,,,,
,81.200005,736,100.4,624,,,,,,,,,,
,81.3,736,100.700005,592,,,,,,,,,,
,80.3,768,100.5,600,,,,,,,,,,
,81.8,704,100.3,600,,,,,,,,,,
,81.700005,736,99.4,616,,,,,,,,,,
,81.9,728,98.4,624,,,,,,,,,,
,82.6,712,98.9,600,,,,,,,,,,
,82.3,736,98.8,608,,,,,,,,,,
,82.6,720,99.200005,600,,,,,,,,,,
,83.4,704,98.700005,616,,,,,,,,,,
,82,760,99.1,600,,,,,,,,,,
,81.6,744,99.4,600,,,,,,,,,,
,82.4,712,100.1,560,,,,,,,,,,
,82.1,736,100.5,592,,,,,,,,,,
,81.9,736,99.6,616,,,,,,,,,,
,83.5,688,100.1,592,,,,,,,,,,
,82.6,744,101.3,576,,,,,,,,,,
,83.1,712,102.200005,576,,,,,,,,,,
,82.6,736,102,592,,,,,,,,,,
,82.3,736,102.700005,576,,,,,,,,,,
,82.9,712,100.700005,624,,,,,,,,,,
,82.700005,728,101.3,584,,,,,,,,,,
,82.9,720,102.200005,576,,,,,,,,,,
,83,720,100.4,624,,,,,,,,,,
,83.700005,704,100.3,600,,,,,,,,,,
,83.6,720,99.8,608,,,,,,,,,,
,83.5,720,99.9,600,,,,,,,,,,
,82.9,736,100.4,592,,,,,,,,,,
,83,720,100.3,600,,,,,,,,,,
,82.5,736,99.8,608,,,,,,,,,,
,81.9,744,99.5,608,,,,,,,,,,
,82.3,720,99.700005,600,,,,,,,,,,
,81.8,744,100.200005,592,,,,,,,,,,
,81.200005,752,101,584,,,,,,,,,,
,80.3,768,99.6,624,,,,,,,,,,
,80.4,744,98.9,616,,,,,,,,,,
,79.700005,768,100.5,576,,,,,,,,,,
,79.700005,1552,100.3,600,,,,,,,,,,
,79,776,99.4,616,,,,,,,,,,
,78.5,776,97.700005,640,,,,,,,,,,
,77.700005,792,97.6,616,,,,,,,,,,
,76.700005,808,97.9,608,,,,,,,,,,
,77.4,760,99.3,584,,,,,,,,,,
,78.9,728,98,632,,,,,,,,,,
,78.9,760,99.4,584,,,,,,,,,,
,80,728,98.8,616,,,,,,,,,,
,81,720,100.4,576,,,,,,,,,,
,81.700005,720,100.700005,592,,,,,,,,,,
,81.9,728,100.5,600,,,,,,,,,,
,83.8,680,100.3,600,,,,,,,,,,
,83.4,728,101.5,576,,,,,,,,,,
,83.9,704,101.5,592,,,,,,,,,,
,84.9,688,101.5,592,,,,,,,,,,
,84.700005,712,101,600,,,,,,,,,,
,84.9,704,100.3,608,,,,,,,,,,
,85,704,100.6,592,,,,,,,,,,
,84.5,720,102.1,568,,,,,,,,,,
,85,696,101.1,608,,,,,,,,,,
,85.1,704,102,576,,,,,,,,,,
,85.1,704,100.6,616,,,,,,,,,,
,84.9,712,101.200005,584,,,,,,,,,,
,84.9,1384,101.700005,584,,,,,,,,,,
,84.9,1400,102,584,,,,,,,,,,
,85.9,680,101.8,592,,,,,,,,,,
,86,696,101.3,600,,,,,,,,,,
,86,1360,100.9,600,,,,,,,,,,
,86.700005,680,101.1,592,,,,,,,,,,
,87.200005,680,102.5,568,,,,,,,,,,
,87.5,680,101.700005,600,,,,,,,,,,
,87.700005,680,99.700005,632,,,,,,,,,,
,87.5,688,99,616,,,,,,,,,,
,87.4,688,99.3,600,,,,,,,,,,
,86.700005,704,99.1,608,,,,,,,,,,
,86.5,696,98.6,616,,,,,,,,,,
,85.5,720,99.4,592,,,,,,,,,,
,84,744,98,632,,,,,,,,,,
,82.200005,768,99,592,,,,,,,,,,
,82.3,728,99.3,600,,,,,,,,,,
,81.8,744,99.5,600,,,,,,,,,,
,81.4,744,99.700005,600,,,,,,,,,,
,81.200005,744,100.6,584,,,,,,,,,,
,81.3,736,101.200005,584,,,,,,,,,,
,81.1,744,100.8,600,,,,,,,,,,
,80.9,744,100.200005,608,,,,,,,,,,
,79.8,776,100.6,592,,,,,,,,,,
,80,744,101.200005,584,,,,,,,,,,
,80.200005,744,101.3,592,,,,,,,,,,
,80.6,736,101.3,592,,,,,,,,,,
,80.4,752,102.6,568,,,,,,,,,,
,81,728,101.4,608,,,,,,,,,,
,81.700005,720,101.8,584,,,,,,,,,,
,83.1,696,102.5,576,,,,,,,,,,
,84,696,103.4,568,,,,,,,,,,
,85,688,102.700005,624,,,,,,,,,,
,85.700005,688,101.1,616,,,,,,,,,,
,85.9,696,101.200005,592,,,,,,,,,,
,86,696,100.8,600,,,,,,,,,,
,85.8,704,100.6,600,,,,,,,,,,
,86.9,672,101.200005,584,,,,,,,,,,
,85.8,720,99.700005,624,,,,,,,,,,
,85.3,712,100.200005,592,,,,,,,,,,
,84.4,728,100.6,592,,,,,,,,,,
,83.8,728,100.8,592,,,,,,,,,,
,84,712,101.4,584,,,,,,,,,,
,83,744,100.700005,640,,,,,,,,,,
,82.5,736,99.3,624,,,,,,,,,,
,81.700005,752,99.5,600,,,,,,,,,,
,81.6,736,100.1,592,,,,,,,,,,
,80.8,760,101.3,576,,,,,,,,,,
,79.5,784,99.8,624,,,,,,,,,,
,78.8,776,99.5,608,,,,,,,,,,
,78.8,760,99.700005,600,,,,,,,,,,
,79.3,744,100.200005,592,,,,,,,,,,
,78.200005,792,101,584,,,,,,,,,,
,77.9,776,99.6,624,,,,,,,,,,
,78.700005,744,99.700005,600,,,,,,,,,,
,78.3,776,100.200005,592,,,,,,,,,,
,78.5,760,100.6,592,,,,,,,,,,
,78.9,752,101.700005,576,,,,,,,,,,
,,,101.200005,600,,,,,,,,,,
,,,100.8,600,,,,,,,,,,
,,,100.200005,608,,,,,,,,,,
,,,100.6,592,,,,,,,,,,
,,,100.8,592,,,,,,,,,,
,,,100.6,600,,,,,,,,,,
,,,100,608,,,,,,,,,,
,,,100.4,592,,,,,,,,,,
,,,100.700005,592,,,,,,,,,,
,,,100.9,592,,,,,,,,,,
,,,100.6,600,,,,,,,,,,
,,,100.4,600,,,,,,,,,,
,,,101.1,584,,,,,,,,,,
,,,101.200005,592,,,,,,,,,,
,,,100.8,600,,,,,,,,,,
,,,100.6,600,,,,,,,,,,
,,,100,608,,,,,,,,,,
,,,100.4,592,,,,,,,,,,
,,,101.1,584,,,,,,,,,,
,,,101.200005,592,,,,,,,,,,
,,,100.8,600,,,,,,,,,,
,,,100.200005,608,,,,,,,,,,
,,,99.700005,608,,,,,,,,,,
,,,99.8,600,,,,,,,,,,
,,,101.5,568,,,,,,,,,,
,,,100.3,616,,,,,,,,,,
,,,101.9,568,,,,,,,,,,
,,,101.700005,592,,,,,,,,,,
,,,100.4,616,,,,,,,,,,
,,,100.700005,592,,,,,,,,,,
,,,101.8,576,,,,,,,,,,
,,,100.1,624,,,,,,,,,,
,,,99.700005,608,,,,,,,,,,
,,,99,616,,,,,,,,,,
,,,99.3,600,,,,,,,,,,
,,,99.5,600,,,,,,,,,,
,,,99.700005,600,,,,,,,,,,
,,,99.4,608,,,,,,,,,,
,,,99.200005,608,,,,,,,,,,
,,,99.4,600,,,,,,,,,,
,,,100.4,584,,,,,,,,,,
,,,100.3,600,,,,,,,,,,
,,,101.5,576,,,,,,,,,,
,,,100.700005,608,,,,,,,,,,
,,,99,632,,,,,,,,,,
,,,99.700005,592,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Oud-Zuid,72.41071,672,80.190216,736,<120,<120,<5,<5,<3.8,<3.8,<7.8,<7.8,18.5-25,18.5-25
,66.61969,2072,80.416664,720,,,,,,,,,,
,62.985466,1720,80.53371,712,,,,,,,,,,
,66.28571,672,81.1772,728,,,,,,,,,,
,69.04518,664,83.3,720,,,,,,,,,,
,66.056816,1320,82.8,736,,,,,,,,,,
,61.48506,2008,82.4,736,,,,,,,,,,
,56.93964,2104,82.4,728,,,,,,,,,,
,66.038795,464,82.1,736,,,,,,,,,,
,73.913795,464,81.9,736,,,,,,,,,,
,81.19737,456,81,760,,,,,,,,,,
,78.19922,1024,80.6,752,,,,,,,,,,
,75.19444,1080,80.1,760,,,,,,,,,,
,71.34146,1312,80,752,,,,,,,,,,
,65.662735,2120,79.700005,760,,,,,,,,,,
,80.07143,336,79.200005,768,,,,,,,,,,
,82.668915,592,78.4,784,,,,,,,,,,
,83.40086,696,77.8,784,,,,,,,,,,
,77.08929,1680,77.6,776,,,,,,,,,,
,70.89944,2128,77.3,784,,,,,,,,,,
,66.98251,1544,76.6,800,,,,,,,,,,
,63.74795,1464,76.1,800,,,,,,,,,,
,63.5,1000,75.3,816,,,,,,,,,,
,57.723347,4352,75,808,,,,,,,,,,
,51.419167,11208,74.5,816,,,,,,,,,,
,45.399155,9688,74,824,,,,,,,,,,
,39.888138,14616,73.8,816,,,,,,,,,,
,59.03846,312,73.3,832,,,,,,,,,,
,52.78671,6456,72.9,832,,,,,,,,,,
,52.02259,1328,73.1,816,,,,,,,,,,
,49.26506,1992,73,824,,,,,,,,,,
,45.429497,2936,73.200005,816,,,,,,,,,,
,51.550323,616,73.5,808,,,,,,,,,,
,58.704224,568,74,800,,,,,,,,,,
,60.225918,872,74.3,800,,,,,,,,,,
,60.652176,920,74.1,816,,,,,,,,,,
,68.49597,496,74.4,800,,,,,,,,,,
,74.62097,496,74.6,800,,,,,,,,,,
,75.9272,728,74.5,808,,,,,,,,,,
,71.23485,1584,74.4,808,,,,,,,,,,
,66.505844,1712,74.4,808,,,,,,,,,,
,72.411766,544,74.6,800,,,,,,,,,,
,69.08766,1232,74.700005,800,,,,,,,,,,
,63.224545,2632,74.8,800,,,,,,,,,,
,76.92732,344,74.9,800,,,,,,,,,,
,83.538795,464,74.700005,808,,,,,,,,,,
,85.36709,632,74.3,816,,,,,,,,,,
,89.02344,512,74.1,816,,,,,,,,,,
,103.916664,288,73.5,832,,,,,,,,,,
,97.510414,1152,73.1,832,,,,,,,,,,
,111.791664,288,73,824,,,,,,,,,,
,126.40909,264,72.700005,832,,,,,,,,,,
,127.611115,432,72.700005,824,,,,,,,,,,
,115.44669,2176,72.9,816,,,,,,,,,,
,103.52747,2584,73.3,808,,,,,,,,,,
,95.59559,1632,73.4,816,,,,,,,,,,
,101.688675,424,73.700005,808,,,,,,,,,,
,101.11709,632,73.9,808,,,,,,,,,,
,103.74385,488,73.8,816,,,,,,,,,,
,100.66495,776,73.700005,816,,,,,,,,,,
,105.736115,432,73.9,808,,,,,,,,,,
,119.53571,280,73.6,824,,,,,,,,,,
,116.86709,632,73.4,824,,,,,,,,,,
,115.043915,592,73.4,816,,,,,,,,,,
,124.66346,312,73.200005,824,,,,,,,,,,
,120.40441,680,73.1,824,,,,,,,,,,
,112.048874,1064,73.200005,816,,,,,,,,,,
,101.52444,2128,73.5,808,,,,,,,,,,
,92.02367,2704,73.3,824,,,,,,,,,,
,90.58064,744,73.1,824,,,,,,,,,,
,87.185486,992,73.200005,816,,,,,,,,,,
,101.46284,296,72.9,832,,,,,,,,,,
,,,72.4,840,,,,,,,,,,
,,,72.3,832,,,,,,,,,,
,,,71.4,864,,,,,,,,,,
,,,72,816,,,,,,,,,,
,,,71.8,840,,,,,,,,,,
,,,72.1,824,,,,,,,,,,
,,,72.1,832,,,,,,,,,,
,,,72.5,816,,,,,,,,,,
,,,73,808,,,,,,,,,,
,,,73.200005,816,,,,,,,,,,
,,,73.5,808,,,,,,,,,,
,,,73.3,824,,,,,,,,,,
,,,72.9,832,,,,,,,,,,
,,,74.5,768,,,,,,,,,,
,,,74.4,808,,,,,,,,,,
,,,74.4,808,,,,,,,,,,
,,,74.6,800,,,,,,,,,,
,,,74.5,808,,,,,,,,,,
,,,74.700005,800,,,,,,,,,,
,,,74.8,800,,,,,,,,,,
,,,74.6,808,,,,,,,,,,
,,,75,792,,,,,,,,,,
,,,75,800,,,,,,,,,,
,,,75,800,,,,,,,,,,
,,,75.200005,792,,,,,,,,,,
,,,74.700005,816,,,,,,,,,,
,,,74.6,808,,,,,,,,,,
,,,74.3,816,,,,,,,,,,
,,,74.1,816,,,,,,,,,,
,,,74.200005,808,,,,,,,,,,
,,,74,816,,,,,,,,,,
,,,74.1,808,,,,,,,,,,
,,,73.9,816,,,,,,,,,,
,,,73.6,824,,,,,,,,,,
,,,73.8,808,,,,,,,,,,
,,,73.700005,816,,,,,,,,,,
,,,73.9,808,,,,,,,,,,
,,,73.8,816,,,,,,,,,,
,,,74,808,,,,,,,,,,
,,,73.8,816,,,,,,,,,,
,,,74,808,,,,,,,,,,
,,,74.1,808,,,,,,,,,,
,,,74.4,800,,,,,,,,,,
,,,74.1,816,,,,,,,,,,
,,,74.6,792,,,,,,,,,,
,,,74.5,808,,,,,,,,,,
,,,74.4,808,,,,,,,,,,
,,,74.8,792,,,,,,,,,,
,,,75.1,792,,,,,,,,,,
,,,75.5,784,,,,,,,,,,
,,,76,776,,,,,,,,,,
,,,76.4,776,,,,,,,,,,
,,,76.700005,776,,,,,,,,,,
,,,77.4,760,,,,,,,,,,
,,,77.6,768,,,,,,,,,,
,,,78,760,,,,,,,,,,
,,,78.3,760,,,,,,,,,,
,,,78.5,760,,,,,,,,,,
,,,78.1,776,,,,,,,,,,
,,,77.9,776,,,,,,,,,,
,,,77.5,784,,,,,,,,,,
,,,76.700005,800,,,,,,,,,,
,,,76.200005,800,,,,,,,,,,
,,,75.4,816,,,,,,,,,,
,,,75.1,808,,,,,,,,,,
,,,74.9,808,,,,,,,,,,
,,,74.5,816,,,,,,,,,,
,,,74.200005,816,,,,,,,,,,
,,,74.200005,808,,,,,,,,,,
,,,73.8,824,,,,,,,,,,
,,,73.5,824,,,,,,,,,,
,,,73.5,816,,,,,,,,,,
,,,73.3,824,,,,,,,,,,
,,,72.9,832,,,,,,,,,,
,,,73.1,816,,,,,,,,,,
,,,72.8,832,,,,,,,,,,
,,,72.6,832,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Buitenveldert,72.8,752,81.5,1024,120-140,140-180,<5,6.5-8,<3.8,<3.8,<7.8,<7.8,<18.5,18.5-25
,73.700005,792,81.5,2056,,,,,,,,,,
,74.5,784,81.5,1032,,,,,,,,,,
,75.1,784,81.5,1032,,,,,,,,,,
,75.3,512,81.5,1024,,,,,,,,,,
,75.4,264,81.5,1032,,,,,,,,,,
,76.5,760,81.5,1064,,,,,,,,,,
,78.3,728,81.5,936,,,,,,,,,,
,79.8,720,81.5,1024,,,,,,,,,,
,80.3,736,81.5,1000,,,,,,,,,,
,80.9,728,81.5,992,,,,,,,,,,
,81.6,720,79.4,1024,,,,,,,,,,
,83,696,76.8,976,,,,,,,,,,
,83.1,720,74.3,952,,,,,,,,,,
,82.3,744,71.9,984,,,,,,,,,,
,81.3,760,68.5,992,,,,,,,,,,
,80.3,768,66.200005,984,,,,,,,,,,
,79.9,760,64.6,984,,,,,,,,,,
,80.1,744,64.1,952,,,,,,,,,,
,80,752,62.7,1008,,,,,,,,,,
,79.9,752,61.9,1000,,,,,,,,,,
,80.1,744,61.600002,984,,,,,,,,,,
,80.5,736,61.4,984,,,,,,,,,,
,81.3,720,61.7,960,,,,,,,,,,
,80.3,768,61.3,992,,,,,,,,,,
,78.9,792,61.100002,992,,,,,,,,,,
,78,792,61.100002,984,,,,,,,,,,
,78,768,61.100002,448,,,,,,,,,,
,76.9,808,61.100002,472,,,,,,,,,,
,76.1,808,61.100002,408,,,,,,,,,,
,76.200005,784,61.100002,624,,,,,,,,,,
,76.8,768,61.4,968,,,,,,,,,,
,77.4,760,61.9,952,,,,,,,,,,
,78.4,744,61.600002,984,,,,,,,,,,
,79.3,736,61.7,968,,,,,,,,,,
,80.5,720,61.3,992,,,,,,,,,,
,81.1,728,62.100002,936,,,,,,,,,,
,81.200005,736,61.9,976,,,,,,,,,,
,80.5,760,62.2,952,,,,,,,,,,
,80,760,62.2,736,,,,,,,,,,
,80.200005,744,62.2,272,,,,,,,,,,
,80.1,752,63.3,912,,,,,,,,,,
,79.700005,760,63.7,928,,,,,,,,,,
,79.5,760,63.7,296,,,,,,,,,,
,79.8,744,63.7,616,,,,,,,,,,
,80,744,64.700005,896,,,,,,,,,,
,80.5,736,65.4,896,,,,,,,,,,
,80.3,752,66.4,872,,,,,,,,,,
,79.9,760,66.9,880,,,,,,,,,,
,80.4,736,67.5,872,,,,,,,,,,
,80.200005,752,67.700005,880,,,,,,,,,,
,79.6,768,68.4,856,,,,,,,,,,
,79.4,760,68.5,872,,,,,,,,,,
,79.8,744,68.8,864,,,,,,,,,,
,79.8,752,69,864,,,,,,,,,,
,79.5,760,69.1,864,,,,,,,,,,
,79.6,752,68.8,880,,,,,,,,,,
,80.200005,736,68.6,880,,,,,,,,,,
,80.6,736,68.1,896,,,,,,,,,,
,80.4,752,67.200005,920,,,,,,,,,,
,79.5,776,66.3,936,,,,,,,,,,
,79.3,760,65.5,944,,,,,,,,,,
,80.200005,728,65.5,296,,,,,,,,,,
,81.1,720,65.5,264,,,,,,,,,,
,82.6,696,65.5,1312,,,,,,,,,,
,83.1,712,64.6,960,,,,,,,,,,
,82.1,752,64.1,952,,,,,,,,,,
,80.9,768,63.9,944,,,,,,,,,,
,79.6,784,64.1,928,,,,,,,,,,
,78.9,776,64.4,920,,,,,,,,,,
,79.4,744,64.6,920,,,,,,,,,,
,80,736,64.8,920,,,,,,,,,,
,80.700005,728,65.1,912,,,,,,,,,,
,81.200005,728,65.1,920,,,,,,,,,,
,81.8,720,65.3,912,,,,,,,,,,
,81.700005,736,65.5,912,,,,,,,,,,
,80.6,768,65.8,904,,,,,,,,,,
,79.200005,792,66.200005,896,,,,,,,,,,
,77.9,800,66.4,896,,,,,,,,,,
,77.700005,776,66.6,896,,,,,,,,,,
,77.1,792,66.9,888,,,,,,,,,,
,77.4,768,67.5,872,,,,,,,,,,
,77.9,760,68.1,864,,,,,,,,,,
,79.5,720,67.9,888,,,,,,,,,,
,79.8,744,67.8,888,,,,,,,,,,
,79.5,760,67.9,880,,,,,,,,,,
,79.1,768,67.4,904,,,,,,,,,,
,79.3,752,67.3,896,,,,,,,,,,
,79.5,752,67.4,888,,,,,,,,,,
,79.8,744,67.1,904,,,,,,,,,,
,80,744,67.3,888,,,,,,,,,,
,80.200005,744,67.4,888,,,,,,,,,,
,80.9,728,67.5,888,,,,,,,,,,
,80.6,752,67.9,872,,,,,,,,,,
,79.6,776,68.200005,872,,,,,,,,,,
,78.5,792,68.4,872,,,,,,,,,,
,78.4,768,68.3,880,,,,,,,,,,
,77.6,792,68.8,856,,,,,,,,,,
,77.1,792,68.6,880,,,,,,,,,,
,77.4,768,68.8,864,,,,,,,,,,
,77.4,776,69,864,,,,,,,,,,
,76.5,808,68.9,872,,,,,,,,,,
,75.6,816,68.700005,880,,,,,,,,,,
,75.700005,792,68.5,880,,,,,,,,,,
,77.200005,744,68.4,880,,,,,,,,,,
,78.8,728,68.5,872,,,,,,,,,,
,79.6,688,68.4,880,,,,,,,,,,
,80.9,664,68.200005,888,,,,,,,,,,
,83.1,680,68,888,,,,,,,,,,
,84,696,68.200005,872,,,,,,,,,,
,84.1,712,68.6,864,,,,,,,,,,
,83.9,720,69.1,856,,,,,,,,,,
,82.700005,752,68.8,880,,,,,,,,,,
,81.6,760,69,864,,,,,,,,,,
,81.8,728,68.8,880,,,,,,,,,,
,82.3,720,68.8,872,,,,,,,,,,
,82.3,728,69,864,,,,,,,,,,
,82.3,728,68.9,872,,,,,,,,,,
,83.200005,704,69.3,856,,,,,,,,,,
,82.700005,736,69.5,856,,,,,,,,,,
,81.3,768,69.700005,856,,,,,,,,,,
,80.1,776,70.6,824,,,,,,,,,,
,78.6,800,70.6,432,,,,,,,,,,
,77.5,800,70.6,1280,,,,,,,,,,
,77.200005,784,71.3,824,,,,,,,,,,
,78,752,71.8,824,,,,,,,,,,
,78.5,752,72.3,816,,,,,,,,,,
,78.1,776,72.5,824,,,,,,,,,,
,77.6,784,72.8,816,,,,,,,,,,
,77.5,776,72.8,824,,,,,,,,,,
,77.200005,784,72.6,832,,,,,,,,,,
,76.5,800,72.4,832,,,,,,,,,,
,77,768,72.3,832,,,,,,,,,,
,77.3,768,72.5,824,,,,,,,,,,
,77.5,768,72,848,,,,,,,,,,
,77.200005,784,71.4,856,,,,,,,,,,
,76.8,792,70.8,864,,,,,,,,,,
,76.700005,784,70.6,856,,,,,,,,,,
,76.9,776,70.700005,848,,,,,,,,,,
,77.5,760,70.700005,848,,,,,,,,,,
,77.9,760,,,,,,,,,,,,
,78.5,752,,,,,,,,,,,,
,79.1,744,,,,,,,,,,,,
,79,760,,,,,,,,,,,,
,78,792,,,,,,,,,,,,
,77.3,792,,,,,,,,,,,,
,76.6,800,,,,,,,,,,,,
,76.8,776,,,,,,,,,,,,
,76.5,792,,,,,,,,,,,,
,76.3,792,,,,,,,,,,,,
,76.1,792,,,,,,,,,,,,
,76.9,760,,,,,,,,,,,,
,77.3,768,,,,,,,,,,,,
,78.1,752,,,,,,,,,,,,
,78.9,744,,,,,,,,,,,,
,79.4,744,,,,,,,,,,,,
,80.6,720,,,,,,,,,,,,
