Wijk,Gem HR 1,rrData 1,Gem HR 2,rrData 2,Bloeddruk (Bovendruk) 1,Bloeddruk (Bovendruk) 2,Cholesterol 1,Cholesterol 2,Non-HDL 1,Non-HDL 2,Bloedsuiker 1,Bloedsuiker 2,BMI 1,BMI 2
,,,77.9,768,,,,,,,,,,
,,,77.5,784,,,,,,,,,,
,,,77.4,776,,,,,,,,,,
,,,77.4,776,,,,,,,,,,
,,,76.9,792,,,,,,,,,,
,,,77,776,,,,,,,,,,
,,,77.3,768,,,,,,,,,,
,,,77.1,784,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Slotervaart,82.8,696,70.700005,736,<120,120-140,<5,5-6.5,<3.8,>3.8,<7.8,>11.1,18.5-25,18.5-25
,84.8,672,72,800,,,,,,,,,,
,83.3,752,73.1,792,,,,,,,,,,
,82.700005,792,75.1,752,,,,,,,,,,
,83.8,696,75.1,800,,,,,,,,,,
,83.6,720,74.6,816,,,,,,,,,,
,83,736,73.8,832,,,,,,,,,,
,82,752,72.1,880,,,,,,,,,,
,82.700005,712,71.1,872,,,,,,,,,,
,81.8,752,70.6,864,,,,,,,,,,
,80.700005,768,69.700005,888,,,,,,,,,,
,80,824,70.200005,840,,,,,,,,,,
,79.700005,760,72.1,784,,,,,,,,,,
,81.4,704,72.5,816,,,,,,,,,,
,81.9,672,71.8,856,,,,,,,,,,
,82.1,728,71.700005,840,,,,,,,,,,
,82.200005,728,71.8,832,,,,,,,,,,
,80.700005,776,71.700005,840,,,,,,,,,,
,79.9,840,70.6,880,,,,,,,,,,
,80.4,736,70.1,872,,,,,,,,,,
,78.8,800,71.8,792,,,,,,,,,,
,77.700005,864,72.1,824,,,,,,,,,,
,76.3,880,71.9,840,,,,,,,,,,
,74.6,848,71.700005,840,,,,,,,,,,
,75.4,776,71.8,832,,,,,,,,,,
,75.6,736,71.1,864,,,,,,,,,,
,76.9,752,71,848,,,,,,,,,,
,78,744,70.9,848,,,,,,,,,,
,76.9,808,72.6,784,,,,,,,,,,
,77,896,73.6,792,,,,,,,,,,
,76.6,792,72.9,840,,,,,,,,,,
,76.1,800,71.700005,872,,,,,,,,,,
,75.3,816,72.200005,816,,,,,,,,,,
,75,808,71.6,856,,,,,,,,,,
,74.5,816,71.1,856,,,,,,,,,,
,76.3,744,70.6,864,,,,,,,,,,
,76.8,768,71.5,816,,,,,,,,,,
,77.4,760,72.6,800,,,,,,,,,,
,77.4,904,72.1,848,,,,,,,,,,
,77.4,776,71.1,872,,,,,,,,,,
,76.6,872,71.200005,840,,,,,,,,,,
,75.4,896,70.5,872,,,,,,,,,,
,73.1,888,70,872,,,,,,,,,,
,73,824,69.6,872,,,,,,,,,,
,72.5,736,71,808,,,,,,,,,,
,73.3,720,71.8,816,,,,,,,,,,
,74.5,728,72.1,824,,,,,,,,,,
,75.3,776,71.700005,848,,,,,,,,,,
,75.200005,800,72.700005,800,,,,,,,,,,
,76.3,760,73.8,784,,,,,,,,,,
,75.700005,808,73.700005,816,,,,,,,,,,
,74.4,840,72.6,856,,,,,,,,,,
,73.1,856,72.1,848,,,,,,,,,,
,73.9,792,72.5,816,,,,,,,,,,
,74.700005,784,71.6,864,,,,,,,,,,
,75.4,728,70.8,872,,,,,,,,,,
,76,776,70.4,864,,,,,,,,,,
,74.4,848,71.6,808,,,,,,,,,,
,74,880,71.5,840,,,,,,,,,,
,74.3,800,71.1,856,,,,,,,,,,
,74.5,800,70.200005,880,,,,,,,,,,
,76.1,752,70.200005,856,,,,,,,,,,
,76.200005,784,70.8,832,,,,,,,,,,
,77.3,752,70.200005,872,,,,,,,,,,
,78,704,70,864,,,,,,,,,,
,79.9,712,70.6,832,,,,,,,,,,
,80.1,744,72.4,784,,,,,,,,,,
,80.3,912,73,808,,,,,,,,,,
,79.200005,896,71.9,864,,,,,,,,,,
,77.6,888,70.4,896,,,,,,,,,,
,75.1,864,70.1,864,,,,,,,,,,
,74.4,824,69,904,,,,,,,,,,
,74.700005,736,67.9,920,,,,,,,,,,
,75.9,696,67.4,904,,,,,,,,,,
,77.6,736,68.8,832,,,,,,,,,,
,77.4,840,70.200005,816,,,,,,,,,,
,76.200005,920,71.4,808,,,,,,,,,,
,74.8,904,71.6,832,,,,,,,,,,
,74.200005,824,72.4,808,,,,,,,,,,
,74.9,784,72.3,832,,,,,,,,,,
,72.9,880,71.200005,872,,,,,,,,,,
,71.8,936,69.8,904,,,,,,,,,,
,70,912,69.9,856,,,,,,,,,,
,69.1,896,70,856,,,,,,,,,,
,68.1,912,69.5,880,,,,,,,,,,
,66.700005,944,69.1,880,,,,,,,,,,
,65.1,976,70.4,816,,,,,,,,,,
,66.200005,872,71.8,800,,,,,,,,,,
,68,832,72.6,808,,,,,,,,,,
,67,928,72.4,832,,,,,,,,,,
,65.6,960,72.5,824,,,,,,,,,,
,65.3,928,73.700005,784,,,,,,,,,,
,67.1,840,73.6,816,,,,,,,,,,
,68.8,824,72.9,840,,,,,,,,,,
,68.6,880,71.700005,872,,,,,,,,,,
,67.9,984,72.700005,800,,,,,,,,,,
,66.1,968,73.8,784,,,,,,,,,,
,66.200005,904,74.4,792,,,,,,,,,,
,67.200005,864,74.8,792,,,,,,,,,,
,68.700005,832,74.200005,824,,,,,,,,,,
,69.5,840,75.1,776,,,,,,,,,,
,71.200005,800,74.9,808,,,,,,,,,,
,71.700005,824,74.5,816,,,,,,,,,,
,71.8,832,73.8,832,,,,,,,,,,
,72.5,752,73.700005,816,,,,,,,,,,
,73.700005,728,75.3,760,,,,,,,,,,
,76.3,728,75.5,792,,,,,,,,,,
,77.4,752,75.3,800,,,,,,,,,,
,76.9,792,74.3,832,,,,,,,,,,
,75.700005,824,74.3,808,,,,,,,,,,
,74.6,832,74.8,792,,,,,,,,,,
,74.1,824,74,832,,,,,,,,,,
,73.9,816,72.8,856,,,,,,,,,,
,73.1,840,71.200005,888,,,,,,,,,,
,74.1,784,71.5,832,,,,,,,,,,
,75.1,776,71.3,848,,,,,,,,,,
,73.4,864,72.9,784,,,,,,,,,,
,72.700005,920,72.9,712,,,,,,,,,,
,71.5,952,73.8,728,,,,,,,,,,
,70.3,888,74.4,792,,,,,,,,,,
,70.5,848,75,784,,,,,,,,,,
,70.200005,864,74.1,832,,,,,,,,,,
,70.4,848,73.1,848,,,,,,,,,,
,70.9,832,72.4,848,,,,,,,,,,
,72.1,800,72.5,824,,,,,,,,,,
,71.4,928,72,848,,,,,,,,,,
,69.200005,936,71.8,840,,,,,,,,,,
,68.9,880,72.1,824,,,,,,,,,,
,67.6,928,73.4,784,,,,,,,,,,
,66.700005,928,73.4,816,,,,,,,,,,
,66.6,904,72.8,840,,,,,,,,,,
,67.3,872,71.8,864,,,,,,,,,,
,67.200005,768,71.9,832,,,,,,,,,,
,68.4,744,72,832,,,,,,,,,,
,69.9,760,71.4,856,,,,,,,,,,
,71.700005,792,70.8,864,,,,,,,,,,
,71.200005,856,72.5,784,,,,,,,,,,
,70.9,856,72.5,688,,,,,,,,,,
,70.9,848,73.4,728,,,,,,,,,,
,69.700005,896,76.1,728,,,,,,,,,,
,68.700005,904,77.5,744,,,,,,,,,,
,67.6,920,76.3,816,,,,,,,,,,
,67.200005,904,,,,,,,,,,,,
,68,792,,,,,,,,,,,,
,69.200005,776,,,,,,,,,,,,
,70.9,744,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Westerpark,72,1008,56.3,864,<120,<120,>8,5-6.5,<3.8,>3.8,<7.8,7.8-11,25-30,18.5-25
,72,1016,56,848,,,,,,,,,,
,72,1024,55.8,792,,,,,,,,,,
,72,1016,55.600002,832,,,,,,,,,,
,72,1040,55.5,840,,,,,,,,,,
,71.1,968,55.4,824,,,,,,,,,,
,69.5,1032,55.4,792,,,,,,,,,,
,67.6,1048,55.4,760,,,,,,,,,,
,65.200005,1008,55.4,720,,,,,,,,,,
,62.600002,1064,55.4,704,,,,,,,,,,
,60.5,1080,55.4,728,,,,,,,,,,
,60.3,1000,55.4,840,,,,,,,,,,
,61.100002,952,55.4,880,,,,,,,,,,
,61.5,960,55.4,824,,,,,,,,,,
,62.600002,920,55.4,792,,,,,,,,,,
,63.600002,912,55.4,840,,,,,,,,,,
,63.600002,944,55.4,848,,,,,,,,,,
,63.9,928,56.8,840,,,,,,,,,,
,64.3,920,59.100002,800,,,,,,,,,,
,62.9,1008,61.600002,808,,,,,,,,,,
,62.8,960,65.200005,816,,,,,,,,,,
,62.3,984,67.9,808,,,,,,,,,,
,61.3,1016,69.200005,832,,,,,,,,,,
,61.5,968,70.1,832,,,,,,,,,,
,62,952,71.1,816,,,,,,,,,,
,61.100002,1016,73.4,760,,,,,,,,,,
,62,936,75.3,752,,,,,,,,,,
,63,920,75.9,776,,,,,,,,,,
,62.5,976,76.8,760,,,,,,,,,,
,61.9,992,78.200005,736,,,,,,,,,,
,61.3,1000,78.9,744,,,,,,,,,,
,59.8,1064,80.5,712,,,,,,,,,,
,58.5,1080,81.6,712,,,,,,,,,,
,58,1056,81.700005,856,,,,,,,,,,
,56.600002,1128,80.4,888,,,,,,,,,,
,56.7,1056,78.8,864,,,,,,,,,,
,57,1040,76,864,,,,,,,,,,
,55.9,1128,75.9,792,,,,,,,,,,
,56.2,1056,76.3,776,,,,,,,,,,
,56.100002,1072,75.9,800,,,,,,,,,,
,55.5,1112,74.4,848,,,,,,,,,,
,56,1048,73.3,848,,,,,,,,,,
,55.5,1104,73.8,800,,,,,,,,,,
,54.600002,1144,73.5,824,,,,,,,,,,
,54.600002,1096,72.1,872,,,,,,,,,,
,54.4,1112,70.700005,888,,,,,,,,,,
,54,1128,70.9,840,,,,,,,,,,
,54.600002,1072,71.5,824,,,,,,,,,,
,54.5,1104,70.9,864,,,,,,,,,,
,54.100002,1128,70.3,872,,,,,,,,,,
,54.7,1072,71.1,824,,,,,,,,,,
,54.8,1088,72.1,808,,,,,,,,,,
,54.8,1096,71.700005,848,,,,,,,,,,
,55,1080,70.8,872,,,,,,,,,,
,54.7,1112,70.6,856,,,,,,,,,,
,54.5,1112,72.200005,792,,,,,,,,,,
,55.100002,1064,72.200005,832,,,,,,,,,,
,54.5,1128,71.200005,872,,,,,,,,,,
,55,1072,70.9,856,,,,,,,,,,
,56.100002,1024,71.9,808,,,,,,,,,,
,56.3,1056,71.4,856,,,,,,,,,,
,55.600002,1112,70.4,880,,,,,,,,,,
,55.7,1072,70.700005,840,,,,,,,,,,
,55.3,1104,72.4,784,,,,,,,,,,
,54.7,1128,73,808,,,,,,,,,,
,55.600002,1040,72.1,856,,,,,,,,,,
,55.4,1088,71.3,864,,,,,,,,,,
,54.5,1144,70.5,872,,,,,,,,,,
,55.2,1056,71.6,808,,,,,,,,,,
,54.9,1104,72.200005,816,,,,,,,,,,
,55.2,1072,71.6,856,,,,,,,,,,
,56.5,1008,70.6,880,,,,,,,,,,
,55.600002,1120,71.3,824,,,,,,,,,,
,55.3,1096,72.9,784,,,,,,,,,,
,55.600002,1064,73.1,816,,,,,,,,,,
,54.4,1160,72.6,840,,,,,,,,,,
,53.5,1168,71.6,864,,,,,,,,,,
,53.9,1096,72.4,808,,,,,,,,,,
,54,1104,72.700005,816,,,,,,,,,,
,54.100002,1104,72.3,840,,,,,,,,,,
,55.5,1024,71.6,856,,,,,,,,,,
,56,1048,72.9,792,,,,,,,,,,
,56.5,1040,74,784,,,,,,,,,,
,56.600002,1056,74.3,800,,,,,,,,,,
,55.8,1112,73.6,832,,,,,,,,,,
,55,1128,72.9,840,,,,,,,,,,
,55.5,1056,73.5,800,,,,,,,,,,
,55,1112,74,800,,,,,,,,,,
,55.3,1072,72.4,872,,,,,,,,,,
,56.100002,1032,72.1,840,,,,,,,,,,
,55.9,1080,72.1,832,,,,,,,,,,
,56.4,1040,72.8,808,,,,,,,,,,
,56.8,1040,73.5,744,,,,,,,,,,
,55.8,1120,74.6,728,,,,,,,,,,
,56.100002,1056,76.9,728,,,,,,,,,,
,56.100002,1072,75.9,816,,,,,,,,,,
,55.2,1128,76.3,896,,,,,,,,,,
,55.4,1072,75.8,872,,,,,,,,,,
,55,1112,75.8,792,,,,,,,,,,
,54.600002,1120,74.9,824,,,,,,,,,,
,55.4,1048,73.5,856,,,,,,,,,,
,55.3,1088,72.1,872,,,,,,,,,,
,54.3,1152,72.1,832,,,,,,,,,,
,54.2,1112,73.200005,792,,,,,,,,,,
,54.2,1104,74.200005,784,,,,,,,,,,
,54.100002,1112,73.6,832,,,,,,,,,,
,55.3,1032,72.200005,872,,,,,,,,,,
,55.600002,1064,70.5,904,,,,,,,,,,
,55.100002,1112,70.8,840,,,,,,,,,,
,55.600002,1056,71,840,,,,,,,,,,
,,,71.3,832,,,,,,,,,,
,,,70.4,880,,,,,,,,,,
,,,69.6,888,,,,,,,,,,
,,,70.4,832,,,,,,,,,,
,,,71.3,816,,,,,,,,,,
,,,70.700005,864,,,,,,,,,,
,,,70.3,864,,,,,,,,,,
,,,69.3,896,,,,,,,,,,
,,,68.8,888,,,,,,,,,,
,,,70,824,,,,,,,,,,
,,,71.3,808,,,,,,,,,,
,,,71.5,832,,,,,,,,,,
,,,71.3,848,,,,,,,,,,
,,,71.3,840,,,,,,,,,,
,,,72.4,800,,,,,,,,,,
,,,73,808,,,,,,,,,,
,,,72.700005,832,,,,,,,,,,
,,,71.5,872,,,,,,,,,,
,,,71.9,824,,,,,,,,,,
,,,72.6,808,,,,,,,,,,
,,,73.3,752,,,,,,,,,,
,,,74.700005,768,,,,,,,,,,
,,,74.3,816,,,,,,,,,,
,,,74.3,808,,,,,,,,,,
,,,76.200005,744,,,,,,,,,,
,,,77.8,736,,,,,,,,,,
,,,78.4,752,,,,,,,,,,
,,,76.700005,824,,,,,,,,,,
,,,76,880,,,,,,,,,,
,,,74.6,840,,,,,,,,,,
,,,74.1,824,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Bos en Lommer,73.3,712,82.3,2480,<120,<120,<5,6.5-8,>3.8,>3.8,<7.8,7.8-11,18.5-25,18.5-25
,74.1,736,82.3,1704,,,,,,,,,,
,75.8,752,82.3,840,,,,,,,,,,
,77,696,82.3,1768,,,,,,,,,,
,78.5,688,82.3,920,,,,,,,,,,
,79.6,1368,83.1,656,,,,,,,,,,
,79.700005,752,83.1,3024,,,,,,,,,,
,80,744,83.700005,616,,,,,,,,,,
,80.700005,728,84.1,920,,,,,,,,,,
,80.200005,760,84.4,880,,,,,,,,,,
,81.700005,704,84.6,848,,,,,,,,,,
,83.4,688,84.8,856,,,,,,,,,,
,83.9,704,84.9,1696,,,,,,,,,,
,83.4,728,84.9,5320,,,,,,,,,,
,82.8,736,85,936,,,,,,,,,,
,82.700005,728,85,976,,,,,,,,,,
,83.200005,712,85,1776,,,,,,,,,,
,83.200005,1424,85,872,,,,,,,,,,
,83,728,85,1712,,,,,,,,,,
,83,1376,85,1840,,,,,,,,,,
,83,1432,85,1680,,,,,,,,,,
,83.4,712,85,832,,,,,,,,,,
,83.4,1400,85,880,,,,,,,,,,
,83.700005,712,85,1728,,,,,,,,,,
,83.700005,2080,85,968,,,,,,,,,,
,85.1,680,85,1872,,,,,,,,,,
,85.700005,688,85,912,,,,,,,,,,
,85.700005,2016,85,864,,,,,,,,,,
,85.5,704,85,816,,,,,,,,,,
,85.5,2064,83.9,824,,,,,,,,,,
,85.700005,696,82.1,856,,,,,,,,,,
,86.200005,688,80,800,,,,,,,,,,
,86.200005,1352,77.8,824,,,,,,,,,,
,85.6,712,77.200005,920,,,,,,,,,,
,85.5,704,75.700005,936,,,,,,,,,,
,86,688,72.700005,912,,,,,,,,,,
,85.200005,720,71.200005,976,,,,,,,,,,
,83.6,752,68.6,960,,,,,,,,,,
,83.6,2160,67.200005,936,,,,,,,,,,
,83,736,67,904,,,,,,,,,,
,83.700005,704,66.8,904,,,,,,,,,,
,83.9,712,66.200005,928,,,,,,,,,,
,83.4,728,66.4,896,,,,,,,,,,
,82.6,744,66.8,888,,,,,,,,,,
,82.3,736,66.200005,928,,,,,,,,,,
,82.3,1408,65.6,936,,,,,,,,,,
,82.3,728,65.700005,912,,,,,,,,,,
,81.8,744,64.700005,960,,,,,,,,,,
,82,728,64.5,936,,,,,,,,,,
,82,1400,64.6,928,,,,,,,,,,
,83,704,65.3,896,,,,,,,,,,
,83.1,720,67,848,,,,,,,,,,
,84.3,688,67.8,792,,,,,,,,,,
,84.9,696,67.6,896,,,,,,,,,,
,84.1,728,67.3,984,,,,,,,,,,
,83,744,66.3,936,,,,,,,,,,
,83.4,712,65.5,944,,,,,,,,,,
,83.9,704,64.700005,952,,,,,,,,,,
,83.4,728,63.7,976,,,,,,,,,,
,83.1,728,64.200005,920,,,,,,,,,,
,83.1,1384,64.700005,912,,,,,,,,,,
,83.5,712,64,960,,,,,,,,,,
,84,704,65.3,880,,,,,,,,,,
,84.700005,696,64.3,968,,,,,,,,,,
,84.700005,1360,63.2,992,,,,,,,,,,
,85.5,688,63.8,920,,,,,,,,,,
,85.4,704,63.9,936,,,,,,,,,,
,85.4,1392,64.5,912,,,,,,,,,,
,85.1,712,65.3,896,,,,,,,,,,
,85.1,704,66.4,872,,,,,,,,,,
,85.1,1384,65.9,928,,,,,,,,,,
,84.6,720,65.4,936,,,,,,,,,,
,85.4,688,65.3,920,,,,,,,,,,
,85.4,1368,65.3,920,,,,,,,,,,
,85.3,704,65.1,928,,,,,,,,,,
,85,712,65.700005,896,,,,,,,,,,
,85.700005,688,65.700005,912,,,,,,,,,,
,85.3,712,64.9,952,,,,,,,,,,
,84.200005,736,65,920,,,,,,,,,,
,84.200005,2144,65.200005,912,,,,,,,,,,
,83.4,736,64.5,952,,,,,,,,,,
,83.1,728,65.4,888,,,,,,,,,,
,83.1,2112,66.6,864,,,,,,,,,,
,82.6,736,66.4,912,,,,,,,,,,
,82.6,2136,66,920,,,,,,,,,,
,82,744,67.8,832,,,,,,,,,,
,82,1432,68.5,856,,,,,,,,,,
,82.700005,712,68.6,872,,,,,,,,,,
,82.3,736,67.6,920,,,,,,,,,,
,82.9,712,67.4,896,,,,,,,,,,
,83.3,712,66.6,928,,,,,,,,,,
,83.3,720,65.8,936,,,,,,,,,,
,82.8,736,65.5,928,,,,,,,,,,
,83.5,704,66,896,,,,,,,,,,
,84.3,696,65.3,944,,,,,,,,,,
,84,720,66.4,872,,,,,,,,,,
,83.8,720,68.3,824,,,,,,,,,,
,84.200005,704,69.700005,824,,,,,,,,,,
,85.1,688,69.4,872,,,,,,,,,,
,85.4,696,70.6,816,,,,,,,,,,
,84.8,720,71.1,832,,,,,,,,,,
,84.8,2152,70.200005,880,,,,,,,,,,
,83.3,752,70,864,,,,,,,,,,
,82.5,744,71.1,816,,,,,,,,,,
,82.5,1440,70.8,856,,,,,,,,,,
,81.9,744,70.200005,872,,,,,,,,,,
,81.8,736,69.4,888,,,,,,,,,,
,82.6,712,71.1,800,,,,,,,,,,
,83.4,704,70.6,864,,,,,,,,,,
,83.4,720,71.3,824,,,,,,,,,,
,82.8,736,72.9,784,,,,,,,,,,
,83,720,71.8,864,,,,,,,,,,
,83.4,712,71,944,,,,,,,,,,
,83.700005,712,,,,,,,,,,,,
,82.3,760,,,,,,,,,,,,
,82.1,736,,,,,,,,,,,,
,81.6,744,,,,,,,,,,,,
,82.700005,704,,,,,,,,,,,,
,83.200005,712,,,,,,,,,,,,
,83.200005,720,,,,,,,,,,,,
,83,728,,,,,,,,,,,,
,83.4,712,,,,,,,,,,,,
,84.200005,696,,,,,,,,,,,,
,83.9,720,,,,,,,,,,,,
,83.200005,736,,,,,,,,,,,,
,83,728,,,,,,,,,,,,
,83.1,720,,,,,,,,,,,,
,82.9,728,,,,,,,,,,,,
